nama,bintang,komentar,Waktu,Place name
Tiara tivani Mayusa,5.0,,9 months,Bobocabin Coban Rondo Malang
Roni Maulana,4.0,Tempatnya nyaman dan adem,9 months,Bobocabin Coban Rondo Malang
Anon,4.0,Bagus,9 months,Bobocabin Coban Rondo Malang
Intan Permatasari,5.0,Pemandangannya bagus,9 months,Bobocabin Coban Rondo Malang
Lina Deviyanti,5.0,"Kamar luas, nyaman layanan baik",9 months,Bobocabin Coban Rondo Malang
Herry L.,4.0,"Kabinnya dirancang dengan cerdik dalam bentuk kontainer pengiriman, dilengkapi kunci pintu berteknologi tinggi yang dapat Anda kendalikan melalui aplikasi. Aplikasi ini, yang diminta oleh resepsionis untuk Anda instal saat check-in, juga memungkinkan Anda untuk menyesuaikan …",9 months,Bobocabin Coban Rondo Malang
bekti setyawan,5.0,Pengalaman yang baik,9 months,Bobocabin Coban Rondo Malang
Nanda Pratiwi,4.0,,9 months,Bobocabin Coban Rondo Malang
Ilham Rahman,4.0,,9 months,Bobocabin Coban Rondo Malang
Putri Dwi Yuliani,5.0,"keren banget, cocok untuk kumpul bersama keluarga atau teman.",9 months,Bobocabin Coban Rondo Malang
Dik Andrieas,5.0,indah sejuk bagus untuk liburan keluarga,9 months,Bobocabin Coban Rondo Malang
Moch aras muzhizhat alamsyah,5.0,Penginapan terkeren dengan nuansa alami mantapp pokonya,9 months,Bobocabin Coban Rondo Malang
Muhammad Hidayatullah,5.0,,9 months,Bobocabin Coban Rondo Malang
Anang R,5.0,,9 months,Bobocabin Coban Rondo Malang
Handito Yuniono,5.0,,10 months,Bobocabin Coban Rondo Malang
Denune G Prawira,1.0,lucunya Anda masih harus mengeluarkan lebih banyak uang untuk masuk ke hotel meskipun Anda sudah memesan hotelnya,10 months,Bobocabin Coban Rondo Malang
Aciid “Pembalap” Cakep,5.0,,10 months,Bobocabin Coban Rondo Malang
abyan hidayat,5.0,Mantap deh pokonya,10 months,Bobocabin Coban Rondo Malang
Ayus,4.0,Untuk yg cari view memang menakjubkan tapi kalo untuk kembali lagi kesini seperti nya memilih hotel bintang yg dengan harga bobocabin pasti dpt kamar yang lebih oke dan gasempit,10 months,Bobocabin Coban Rondo Malang
Youk Tanzil,4.0,,10 months,Bobocabin Coban Rondo Malang
Rudiyasa Dewandra,5.0,,10 months,Bobocabin Coban Rondo Malang
Eunike Hendrarto,5.0,,10 months,Bobocabin Coban Rondo Malang
Yushan Danu,5.0,"Kalo anda suka camping next level, disini tempatnya. Pemandangan dikala shubuh sungguh indah sekali, mungkin perlu ditingkatkan pelayanan untuk billboy yang bisa membantu membawa barang bawaan tamu",10 months,Bobocabin Coban Rondo Malang
islam ikaw,5.0,"Tempat yang recomend 🥰🥰
Benar” hening saat malam
Pemandangan view yg memanjakan 😍😍 …",10 months,Bobocabin Coban Rondo Malang
Faeza Altaf Fahrezy Channel,5.0,,10 months,Bobocabin Coban Rondo Malang
Dana Brilian,5.0,"Kamar nyaman ada lampu dekoratif dan kaca jendela 💯, water heater ada 💯, dapur umum ada 💯, suasana mantab jika cerah 💯, pemandangan pasti 💯, teknologi sistem lock pake aplikasi smartphone jadi gk bakal ketuker kamar lain 💯, pelayanan mantab terlebih ke security ramah banget 💯. 💝 …",10 months,Bobocabin Coban Rondo Malang
Herianto Pek,4.0,"Lokasi yg bagus.
Layanan baik",11 months,Bobocabin Coban Rondo Malang
Trip.com Member,5.0,Tempat yang bagus!,11 months,Bobocabin Coban Rondo Malang
Mohammad Alviyan Anwari,5.0,,11 months,Bobocabin Coban Rondo Malang
Ignatius Budi Suhartono,4.0,"Aksesnya lumayan kecil, serem kl berpapasan dengan mobil lain. Room hanya 1 bed.",11 months,Bobocabin Coban Rondo Malang
Budhi Ivo,4.0,"Tempat parkir agak jauh, jalan kecil cukup 1 mobil saja, akan sulit bila sisipan krn tdk ada yg mengatur",11 months,Bobocabin Coban Rondo Malang
Marlina Said,5.0,"Best places to go kalau pengen healing. Bawa anak juga oke banget. Pilih cabin yang Executive. Tipsnya sebelum check-in mending pesen makanan ke staffnya melalui chat whatsapp. Sarapan, makan siang, makan malam apa saja dan jam berapa saja. Kalau dadakan pasti nunggunya agak lama. Krn lokasinya memang di tengah hutan.
The best!",11 months,Bobocabin Coban Rondo Malang
arimbi nikmah utami,5.0,,11 months,Bobocabin Coban Rondo Malang
Hasan asyari,4.0,,11 months,Bobocabin Coban Rondo Malang
Ipuk Yulianto,5.0,,11 months,Bobocabin Coban Rondo Malang
Agatha Liany Hadi,3.0,"Tempatnya oke, meskipun saya pesan cabin untuk kapasitas 4 orang menurut saya jatuhnya agak sempit (padahal saya datang bertiga jatuhnya agak penuh). Didalam ruangan tidak ada tv, tetapi tersedia perlengkapan mandi dan air panas. Lebih baik …",11 months,Bobocabin Coban Rondo Malang
Era Bonde,5.0,,11 months,Bobocabin Coban Rondo Malang
Willi Tjandra,5.0,"Kamarnya menarik dan memberikan kesan tersendiri, karena emang temanya cabin jadi emang agak kecil.. karena cukup dingin, sayangnya ACnya waktu dicoba diset jadi penghangat ga bisa.. jadi lebih baik kalo bawa selimut atau celana panjang …",11 months,Bobocabin Coban Rondo Malang
Naufal Hilmy,4.0,Pengalaman yang sangat memuaskan. Dapat Cabin No 16 dengan view yang sangat bagus. Petugas melayani dengan ramah. …,11 months,Bobocabin Coban Rondo Malang
Don Donny,5.0,Staf yang baik.. Pemandangan indah.. Suasana yang bagus.. udara bersih..,11 months,Bobocabin Coban Rondo Malang
Herman As'ari,5.0,,11 months,Bobocabin Coban Rondo Malang
bayu respati,5.0,,11 months,Bobocabin Coban Rondo Malang
Dear Resha,4.0,,11 months,Bobocabin Coban Rondo Malang
Setiadi Sindarto,5.0,,11 months,Bobocabin Coban Rondo Malang
IDEN,5.0,"Bagus untuk glamping, fasilitas tersedia lengkap. Jadikan staycation menyenangkan juga. Anda bisa melihat pemandangan Kota Batu dari atas. Berkendara 30 menit ke Coban Rondo cocok untuk olahraga. Jalan kaki saja, ke Coban Rondo di pagi hari untuk merasakan kesegarannya..",11 months,Bobocabin Coban Rondo Malang
Dian Nirwana,5.0,"Memperkenalkan camping modern sama anak2. Camping luxury sih. Krn fasilitas lengkap. Kamar mandi dalam yg bersih, air hangat. Gak takut kehujanan.
Lokasi di coban rondo. Masuknya bayar tiket masuk coban juga per org 25rb plus …",11 months,Bobocabin Coban Rondo Malang
Aisah Fatma,5.0,Bagus,a year,Bobocabin Coban Rondo Malang
Adi Gunawan,5.0,,a year,Bobocabin Coban Rondo Malang
Asih Karina,5.0,Superrr,a year,Bobocabin Coban Rondo Malang
badtz kiba,4.0,,a year,Bobocabin Coban Rondo Malang
Sylvi Anggitasari,5.0,"Bagus dan nyaman banget. Ada pemanas air, dikasi teh dan gula. Air hangatnya oke, kamar mandi bersih kering, ngga bau lembap. Hairdryer ok. Lampu, ac, jendela ok semua. Bisa pesan sarapan local vendors jam 7.30. Ada microwave, sabun cuci …",a year,Bobocabin Coban Rondo Malang
Keira W,5.0,"Pengalaman menyenangkan, kamar yang layak. transportasi dan parkirnya agak sedikit",a year,Bobocabin Coban Rondo Malang
Fetty Kosasi,5.0,,a year,Bobocabin Coban Rondo Malang
Azlan _,5.0,Salah satu tempat terbaik untuk menginap dan menghabiskan waktu bersama orang terkasih Anda,a year,Bobocabin Coban Rondo Malang
ayyu ps,5.0,,a year,Bobocabin Coban Rondo Malang
Muh Syarifuddin,5.0,"Menginap disini untuk merayakan wedding anniv dan bday istri. Karena udah terbiasa dengan hotel, ingin cari sesuatu yang beda yakni glamping di pegunungan. View bagus, apalagi kalau malam hari bisa lihat city light dari kamar (bila tidak …",a year,Bobocabin Coban Rondo Malang
Ardantya Syahreza,5.0,Suka pengalaman menginap di Bobocabin Cobanrondo dengan pemandangannya!,a year,Bobocabin Coban Rondo Malang
Helmy Faisal (Kang Helmy),5.0,,a year,Bobocabin Coban Rondo Malang
Kevin Harrywan,5.0,,a year,Bobocabin Coban Rondo Malang
Amin Machrumin,5.0,,a year,Bobocabin Coban Rondo Malang
Farel Trodat,5.0,,a year,Bobocabin Coban Rondo Malang
Filter Air Purwokerto,5.0,"Buat yg pengin rasain udara dingin menyegarkan, Pastikan Bobocabin di Cobanrondo, pastikan kita merasakan kesejukan udaranya di siang hari, fan menikmati lukisan malam yg penuh dengan bintang di langit Bobocabin Cobanrondo.",a year,Bobocabin Coban Rondo Malang
Indah Ed,5.0,"Jangan lupa bawa jaket ya, kalau malam dingin pake banget . Cek in on time jam 2 siang, tidak bisa pilih no room dan tidak bisa ganti room. Kalau mau booking pilih yang room with view biar dapat room yang di lereng. Bisa jajan lewat gofood atau yg lainnya. Tapi harus sabar nunggunya, karena perjalanan yang agak serem.",a year,Bobocabin Coban Rondo Malang
Yadii Sugandi,5.0,,a year,Bobocabin Coban Rondo Malang
Unyun SFC,4.0,"Overall bagus, booking jauh hari H-1,5 bulan dapet harga 1.400.000 di tiketdotcom. Tipe family room / executive room. Kebersihan agak kurang kamar sedikit berdebu & kaca kurang bersih, dapet room 3 viewnya bagus banget (lampu kota kelihatan …",a year,Bobocabin Coban Rondo Malang
WAHYU TRIHANTORO,5.0,"Rekomendasi tempat untuk staycation dengan pemandangan yang luar biasa dan konsep yang menarik, cuma perlu ditingkatkan untuk pelayanan service pesan makan",a year,Bobocabin Coban Rondo Malang
samsu Hadi,1.0,,a year,Bobocabin Coban Rondo Malang
Tabah Adapterz,5.0,Tenang nyaman. Cocok buat para pekerja yang lelah dengan hiruk pikuk ibukota,a year,Bobocabin Coban Rondo Malang
Muhammad Noer,5.0,Pengalaman yang luar biasa,a year,Bobocabin Coban Rondo Malang
deedee roticoklat,5.0,,a year,Bobocabin Coban Rondo Malang
Felix Budianto,5.0,Pemandangan malam hari & matahari terbit yang luar biasa dengan iklim pegunungan yang luar biasa.,a year,Bobocabin Coban Rondo Malang
Jingga Sadeva p,5.0,"Bintang lima buat bobocabin puas banget lokasinya bagus banget buat menikmati view roomnya canggih dan sangat nyaman, pelayanannya ramah banget recomend buat staycation bersama teman atau  kluarga.",a year,Bobocabin Coban Rondo Malang
Cahyo Dwi Putro,5.0,,a year,Bobocabin Coban Rondo Malang
Meilani Gridian,4.0,"Sungguh tempat yang indah dan indah. Semuanya baik-baik saja, tapi kami hanya perlu tempat tidur yang lebih nyaman.",a year,Bobocabin Coban Rondo Malang
Anton Cshyo,5.0,,a year,Bobocabin Coban Rondo Malang
Darsono Sasmito,3.0,,a year,Bobocabin Coban Rondo Malang
tito eliandi,4.0,Tempat bagus dan indah. Cuma mohon di tambah servis makan. Minimal diberi sarapan pagi.,a year,Bobocabin Coban Rondo Malang
Dian Inggrawati,5.0,"Segar, refresh, cocok utk camping buat keluarga.. enak pandangan alam",a year,Bobocabin Coban Rondo Malang
Danny Kurniawan,5.0,"Kalau menginap disini harus persiapan matang. Karena anda sejatinya menginap di hutan dengan fasilitas kabin. Jadi jangan banyak berharap ketersediaan room service, kecuali fasilitas untuk BBQ atau api unggun.",a year,Bobocabin Coban Rondo Malang
octavianus Rudy santoso,5.0,,a year,Bobocabin Coban Rondo Malang
Taufan Herlambang (MADYO LARAS JATIGUWI),5.0,,a year,Bobocabin Coban Rondo Malang
Ignasius Evander Yauwnel,4.0,Viewnya cakep banget. Lokasi msh mudah dijangkau. Kebersihan kamar lebih ditingkatkan,a year,Bobocabin Coban Rondo Malang
Natasha S,5.0,"Meskipun sulit dijangkau dengan mobil dan kurangnya rambu jalan, kami senang tinggal di sini di Bobocabin. Staf sangat membantu dan ramah. Kami ingin pergi ke air terjun Coban Rondo dan bertanya-tanya apakah air terjun itu dapat dicapai dengan berjalan kaki dan mereka menawarkan …",a year,Bobocabin Coban Rondo Malang
Ahmad saidani,5.0,,a year,Bobocabin Coban Rondo Malang
toni bayu,5.0,,a year,Bobocabin Coban Rondo Malang
mochammad syaifuddin,3.0,"Sayang tidak ada smart TV, kasurnya kurang empuk. Bagi yang lain tidak apa-apa",a year,Bobocabin Coban Rondo Malang
FAKHMA ZAKKI RAMADHANI,5.0,"Konsepnya memang camping ya. Jadi yang berharap dapat fasilitas hotel berbintang jelas akan berbeda. Tapi pelayanannya tetap luar biasa jangan diragukan. Semuanya sangat bersahabat, mulai dari satpam, resepsionis, hingga helpernya. …",a year,Bobocabin Coban Rondo Malang
Indira Susetyawati,4.0,"Sungguh pengalaman yang luar biasa menghabiskan malam di sini. Dengan pemandangan lampu yang menakjubkan. Kabin kecil tapi cukup dan nyaman. Saya pergi dengan anak-anak saya yang berusia 9 dan 7 tahun, kami berempat dapat tidur nyenyak tetapi sebenarnya tidak akan lebih baik jika kami membawa bantal dan selimut tambahan. Ini bersih dan sederhana.",a year,Bobocabin Coban Rondo Malang
ahmad nuri,5.0,Altetnatif menginap di sekitar batu. View kamar menghadap matahari terbit. Di antara lembah kota batu,a year,Bobocabin Coban Rondo Malang
Diana Santoso,4.0,"Tempatnya indah, jalan ke sana relatif lancar dan medannya bagus, mudah dicapai. Sekompleks dengan air terjun Coban Rondo, masuk harus bayar tiket masuk Coban Rondo dulu. …",a year,Bobocabin Coban Rondo Malang
Sepulang Senja,5.0,"Mantab banget, pengalaman staycation yang luar biasa tenang damai pergi dari hiruk pikuk perkotaan, di malam hari kedengaran suara kumbang bener bener damai banget. Aku nginep disana prepare barbequean dari rumah jadi even gak ada sarapan …",a year,Bobocabin Coban Rondo Malang
Andi Motor,3.0,,a year,Bobocabin Coban Rondo Malang
Dwi Herni,5.0,"Pertama kali kesini, kemarin - kemarin hanya lihat di tiktok & reels yang bersliweran di beranda.
Masih baru buka tahun kemarin, tempatnya aesthetic dikelilingi pohon pinus. …",a year,Bobocabin Coban Rondo Malang
Wahyu Nurramadan,5.0,Pemandangannya bagus dan suasananya sangat tenang. Cocok untuk momen blur,a year,Bobocabin Coban Rondo Malang
Fadiah Nurannisa,5.0,"Dapatkan harga promo bila pemesanan melalui aplikasi. Lokasinya terpencil, namun tidak jauh dari pintu masuk Coban Rondo. Kalau ke sini, lebih baik bawa perbekalan dulu jika tidak ingin keluar dan melewati gelapnya hutan di malam hari. Pemandangannya sangat bagus. Fasilitasnya oke semua. Suasananya sangat dingin. Tidak ada penyesalan. Sepadan!",a year,Bobocabin Coban Rondo Malang
Happy Daily Yoga,5.0,"Tempatnya asyik, dan semua menggunakan smart technologies",a year,Bobocabin Coban Rondo Malang
kopler audio,5.0,recomended,a year,Bobocabin Coban Rondo Malang
Michael Jonathan,5.0,,a year,Bobocabin Coban Rondo Malang
Muhammad Naufal Alidroes,5.0,,a year,Bobocabin Coban Rondo Malang
MEYRISA LUMUMBA,5.0,,a year,Bobocabin Coban Rondo Malang
Anisa Afriatul,5.0,"Menurutku ok untuk menginap disini, Lokasinya ga terlalu susah untuk dilalui, mobil matic. Bisa dan mudah untuk lewat jalannya. Ambience-nya emng bener2 cocok untuk ngerefresh pikiran banget. Sunyi, banyak kicauan burung, udaranya. Perfect …",a year,Bobocabin Coban Rondo Malang
Maria Ulfa,5.0,,a year,Bobocabin Coban Rondo Malang
Evelyn Yoana,5.0,,a year,Bobocabin Coban Rondo Malang
Imelda Sella,5.0,Suka bgtt tempat nya bagus pelayanannya juga memuaskan mbak resepsionis ramah bakal balik lagi sih,a year,Bobocabin Coban Rondo Malang
Safira Balqis,5.0,,a year,Bobocabin Coban Rondo Malang
Ningsih Ningsih,3.0,"Kamar sempit banget,. Padahal type family. Sy tdk bs membayangkan betapa kecil nya ukuran kamar yg type standar. Tidak ada TV di kamar,  sehingga klau cuaca sedang hujan seharian dpt di pastikan Bosan, Bosen, dan Bosan krn tdk bs …",a year,Bobocabin Coban Rondo Malang
Raihan Saputri,5.0,Mbak mbak yg jaga ramah..sopan..bener bener melayani pengunjung dgn baik🥰 …,a year,Bobocabin Coban Rondo Malang
Anisa Ahmad,5.0,,a year,Bobocabin Coban Rondo Malang
Rinda iskandar Sujarno,5.0,"Bagus bgtttt recommended lah pokoknya, resepsionis ramah satpam juga ramah suka sama fasilitas umum yang di sediakan kalau malam city light nya nenangin",a year,Bobocabin Coban Rondo Malang
Ravino Ij,4.0,,a year,Bobocabin Coban Rondo Malang
Marsha Septiana,5.0,,a year,Bobocabin Coban Rondo Malang
Farid Lazuardy,4.0,,a year,Bobocabin Coban Rondo Malang
Moh. Ilham,5.0,"Tempatnya strategis dan view nya bagus banget, kalo kesana bawa jaket karena udaranya dingin poll",a year,Bobocabin Coban Rondo Malang
Putra Ramadhani,5.0,"Recommended buat yg mau menyepi menikmati dingin nya batu tapi tetep comfort, ditambah Lagi ya petunjuk Jalan nya",a year,Bobocabin Coban Rondo Malang
Izhellia oktatubela,5.0,"kalau ditanya lokasinya jauh atau tidak iya pasti jauh kalau dari kota Malang, karena ini di kawasan Coban Rondo bisa memakan waktu sekitar 2 jam, tapi worth the time untuk sampai ke sini ,pemandangannya sangat indah,suasananya tenang,biasanya jaman...",a year,Bobocabin Coban Rondo Malang
Indah Fifi triani,5.0,"Pengalaman menginap yang tidak bisa di lupakan. Tempatnya nyaman, cocok buat yang butuh ketenangan. Viewnya bagus bangett. Staffnya ramah, baik semua",a year,Bobocabin Coban Rondo Malang
Alie Binar,5.0,"Tempat menginap yang adem dan sejuk, suasana alami.",a year,Bobocabin Coban Rondo Malang
marjuki gempol,2.0,"Asyiknya tempat air terjun GK jauh dari parkiran jadi tdk capek. T4nya bersih, segar dan sejuk .. asyik wes",a year,Bobocabin Coban Rondo Malang
Henz 5758,5.0,,a year,Bobocabin Coban Rondo Malang
Ellys Utami,4.0,,a year,Bobocabin Coban Rondo Malang
Fitri Azizah,5.0,"Bener2 pengalaman luar biasa...

Kamar bersih, nyaman, pelayanan baik banget .... …",a year,Bobocabin Coban Rondo Malang
RvH Ronald,3.0,Baru saja mengunjungi untuk melihat apakah itu akan menjadi tempat yang bagus untuk bermalam. Kabin sangat kecil dan dilengkapi dengan peralatan sederhana tetapi jendela besar meskipun di dalam kabin memberikan pemandangan sempurna ke lembah di bawah. Hanya untuk mengalami ini ketika Anda bangun …,a year,Bobocabin Coban Rondo Malang
S. X.,5.0,Pengalaman luar biasa!,a year,Bobocabin Coban Rondo Malang
Fajar Juliyanto,5.0,,a year,Bobocabin Coban Rondo Malang
Diny Blueray,5.0,,a year,Bobocabin Coban Rondo Malang
Ali Mutadho,5.0,,a year,Bobocabin Coban Rondo Malang
Eko Prasetyo,5.0,,a year,Bobocabin Coban Rondo Malang
Andrianus Abdipranoto,5.0,"Saya check in 10 januari 2023, disambut dengan sangat baik & ramah oleh security pak Ilham dan staff resepsionis kak Anissa. Pak Ilham yang membantu proses parkir mobil dan kak Anissa dengan sangat baik menjelaskan proses check in lewat …",a year,Bobocabin Coban Rondo Malang
Farid Bachtiar,5.0,Bagian bumi yang paling indah,a year,Bobocabin Coban Rondo Malang
Kelik bramanto,4.0,"Mantap tempatnya luas, ada namanya bobocabin seru......",a year,Bobocabin Coban Rondo Malang
sukma hajar,4.0,"Kalau kamu cari sensasi camping tanpa takut bocor tendanya udh paling bener kesini. Tp klo kamu cari full fasilitas, ya mending ke hotel. Rumput2 sekitar cabin mulai tinggi, jamar jg terasa low maintain krn beberapa spot terlihat nyata. …",a year,Bobocabin Coban Rondo Malang
Mochammad Hasan,5.0,,a year,Bobocabin Coban Rondo Malang
Armelia Putri,4.0,"Kamar bersih,suasana enak
Cocok sekali melepas penat sejenak …",a year,Bobocabin Coban Rondo Malang
Lynn F,5.0,menginap pas malam tahun baru dengan harga yang cukup pricey untuk family cabin yang kami pesan 3 bulan sebelumnya. Memilih untuk menginap di bobocabin coban rondo ini karena ingin merasakan pengalaman menginap di alam bersama anak2 setelah …,a year,Bobocabin Coban Rondo Malang
Chici Kemala,5.0,Bagus,a year,Bobocabin Coban Rondo Malang
chan din27,5.0,,a year,Bobocabin Coban Rondo Malang
