nama,bintang,komentar,Waktu,Place name,clean_text
Dias Taradhika,5.0,"Tempatnya bersih, pemandangan indah banget sejauh mata memandang hijau dan rimbunnya hutan , sunyi tenang, stafnya ramah-ramah banget. Baru datang langsung disarankan pake free wifi bobocabin, mantap sih. Stafnya seriusan murah senyum, setiap papasan aja senyum ramah banget. Makanannya enak banget. Kemarin dapat nasi goreng, makannya pake piring seng, jadul penuh kenangan. Kalo malem, bisa bbq-an ngegrill chicken marinated atau wagyu tenderloin. Booking bobocabin udah free ke curug dan kebun raya baturraden. Curugnya indah, ga ramai orang, trek menuju curug naik turun tapi aman karena disediakan tangga dan handrailnya. Menurutku sih, bobocabin baturraden, berasa banget glamping di dalam hutan rimbunnya. Mau datang kesini lagi, tunggu yaaaah. Keren sih.",6 months,Bobocabin Baturraden Purwokerto,"tempatnya bersih, pemandangan indah banget sejauh mata memandang hijau dan rimbunnya hutan , sunyi tenang, stafnya ramah-ramah banget. baru datang langsung disarankan pakai free wifi bobocabin, mantap sih. stafnya seriusan murah senyum, setiap papasan saja senyum ramah banget. makanannya enak banget. kemarin dapat nasi goreng, makannya pakai piring seng, jadul penuh kenangan. kalo malam, bisa bbq-an ngegrill chicken marinated atau wagyu tenderloin. booking bobocabin sudah free ke curug dan kebun raya baturraden. curugnya indah, enggak ramai orang, trek menuju curug naik turun tapi aman karena disediakan tangga dan handrailnya. menurutku sih, bobocabin baturraden, berasa banget glamping di dalam hutan rimbunnya. mau datang kesini lagi, tunggu ya. keren sih."
sri mulyani,5.0,"Suka keliling bobocabin bobobox.. Curug nya bagus banget.
Tapi kalo malem gelap banget ga ada lampu sepanjang gunung, tapi pemandangan dipagi hari indah banget",6 months,Bobocabin Baturraden Purwokerto,"suka keliling bobocabin bobobox.. curug nya bagus banget. tapi kalo malam gelap banget enggak ada lampu sepanjang gunung, tapi pemandangan dipagi hari indah banget"
amanda L,5.0,"Kalo mau yg hutan banget ini sih cocok banget dan enak banget..
Aku minta cabin atas view bagus cuma jalannya agak2 melelahkan naiknya..
Mas2.nya gercep dan okee lahh..
Kl mau bobo sini pastiin udh download aplikasi bobobox biar cepet check in..",6 months,Bobocabin Baturraden Purwokerto,kalo mau yang hutan banget ini sih cocok banget dan enak banget.. aku meminta cabin atas view bagus cuma jalannya agak2 melelahkan naiknya.. mas2.nya gercep dan okee lah.. kalo mau bobo sini pastiin sudah download aplikasi bobobox biar cepat check ini..
Constantino Waleng,5.0,Keren dapet suasana baru untuk accomodasi 👍🏻👍🏻👍🏻👍🏻,6 months,Bobocabin Baturraden Purwokerto,keren dapat suasana baru untuk accomodasi 👍🏻👍🏻👍🏻👍🏻
Ibnu Hans Verdianta,5.0,"Bagus, nyaman,",7 months,Bobocabin Baturraden Purwokerto,"bagus, nyaman,"
WAST BATANG,5.0,Nice place,7 months,Bobocabin Baturraden Purwokerto,nice place
Andrew Harcourts,5.0,So far enak koq…,7 months,Bobocabin Baturraden Purwokerto,so far enak kok…
Aurora Fathyaa,4.0,"Overall oke...
Paling saran untuk pihak Bobocabin Baturraden, mohon pasang exhaust fan di kamar mandi agar aliran udara lancar sehingga tidak bau.
Lalu sprei kasur mohon diberi pewangi, sprei kabin saya agak berbau lembab, mungkin karena disana cuaca selalu dingin. Baunya seperti karpet musola yang lembab.
Selain itu semua oke sesuai harga.",7 months,Bobocabin Baturraden Purwokerto,"overall oke. paling saran untuk pihak bobocabin baturraden, mohon pasang exhaust fan di kamar mandi agar aliran udara lancar sehingga tidak bau. lalu sprei kasur mohon diberi pewangi, sprei kabin saya agak berbau lembab, mungkin karena disana cuaca selalu dingin. baunya seperti karpet musola yang lembab. selain itu semua oke sesuai harga."
Oky Setiawan,5.0,Worth it for those who like stay cation + alamm. Nice poll,7 months,Bobocabin Baturraden Purwokerto,worth it for those who like stay cation + alamm. nice poll
kang lndra,4.0,Dingin,7 months,Bobocabin Baturraden Purwokerto,dingin
Nashrul Azmi,5.0,cocok banget buat ngadem,8 months,Bobocabin Baturraden Purwokerto,cocok banget buat ngadem
johnny cole,4.0,"I was looking a place for getaway and this is what I want peaceful and quiet, the room is basic but with nice modern touch. Everything working well, just watch out for bugs sometimes not much. If u love jungle feel, this is a must try.",8 months,Bobocabin Baturraden Purwokerto,"i was looking a place for getaway and this is what i want peaceful and quiet, the room is basic but with nice modern touch. everything working well, just watch out for bugs sometimes not much. if lu love jungle feel, this is a must try."
Ali Ma’ruf,5.0,Bagus tempatnya dan view-nya,8 months,Bobocabin Baturraden Purwokerto,bagus tempatnya dan view-nya
Novita Zain,5.0,"Kamar sangat nyaman, kamar mandi nyaman, lingkungan nyaman dan aman, petugas ramah, sarapan cukup, ada akses langsung ke air terjun. Mantappp",8 months,Bobocabin Baturraden Purwokerto,"kamar sangat nyaman, kamar mandi nyaman, lingkungan nyaman dan aman, petugas ramah, sarapan cukup, ada akses langsung ke air terjun. mantap"
Ridzky setiaji,5.0,"Better pas musim kemarau,karena klo musim hujan serem juga pohon tinggi2 ranting2 jatuh ketiup angin klo hujan..tracking ke curung nya juga lebih aman daripada pas musim hujan karena jalanya curam sempit menukik.

Bagi yg suka ngemil atau gampang laper, bawa makanan banyak soalnya jauh dari tempat makan..ojol kemungkinan juga jarang mau antar..",8 months,Bobocabin Baturraden Purwokerto,"better pas musim kemarau,karena kalo musim hujan seram juga pohon tinggi2 ranting2 jatuh ketiup angin kalo hujan..tracking ke curung nya juga lebih aman daripada pas musim hujan karena jalanya curam sempit menukik.  bagi yang suka ngemil atau gampang laper, bawa makanan banyak soalnya jauh dari tempat makan..ojol kemungkinan juga jarang mau antar.."
Anthia Dinti,5.0,Kalau pengen merasakan sensasi staycation yang baru bobocabin patut dicoba,8 months,Bobocabin Baturraden Purwokerto,kalau pengin merasakan sensasi staycation yang baru bobocabin patut dicoba
Al Fath Ravi Haikal Pasca,5.0,"Menginap dengan experience tengah hutan..

Kami menginap di Room deluxe cabin dengan fasilitas kamar mandi dalam, AC, lampu Ambience, Handuk dan Peralatan mandi.. Selain itu kami dapat masker muka woow.
Disini jg mereka menjual makanan, karena lokasinya yang sangat jauh dari keramaian. Jangan beli popmie disini, mahal wkk
Disediakan juga dapur bersama bagi yang membawa bekal dan hendak menghangatkan makanan d microwave.
Ada sarapan juga yang bisa diantar atau diambil mulai jam 7, dan rasanya cukup lumayan.. Ada pilihan naskun dan nasgor saja..
Pegawai lumayan helpful🤙
Ada air terjun yang sangat bagus disini, pagi-pagi bisa ke Taman Baturaden atau ke air terjun disini, worthed 🤙
🌟🌟🌟🌟🌟🌟🌟🌟⭐⭐ 8/10",8 months,Bobocabin Baturraden Purwokerto,"menginap dengan experience tengah hutan..  kami menginap di room deluxe cabin dengan fasilitas kamar mandi dalam, ac, lampu ambience, handuk dan peralatan mandi.. selain itu kami dapat masker muka wow. disini juga mereka menjual makanan, karena lokasinya yang sangat jauh dari keramaian. jangan beli popmie disini, mahal wkk disediakan juga dapur bersama bagi yang membawa bekal dan hendak menghangatkan makanan di microwave. ada sarapan juga yang bisa diantar atau diambil mulai jam 7, dan rasanya cukup lumayan.. ada pilihan naskun dan nasgor saja.. pegawai lumayan helpful🤙 ada air terjun yang sangat bagus disini, pagi-pagi bisa ke taman baturaden atau ke air terjun disini, worthed 🤙 🌟⭐⭐ 8/10"
rizki hantono,5.0,"Ngikut map dari semarang,.mlah dilewatkan jalan tengah hujan..extreme..
Klo yg dri semarang mending ngeMap ke Putwokerto dlu..setelah smoe kota putwokerto bru ngeMap ke Bobocabin Baturaden..",8 months,Bobocabin Baturraden Purwokerto,"ngikut map dari semarang,.malah dilewatkan jalan tengah hujan..extreme.. kalo yang dari semarang mending ngemap ke putwokerto dulu..setelah smoe kota putwokerto baru ngemap ke bobocabin baturaden.."
Allie Badol,5.0,Pokoke asyik buat santai2 smbil liburan,8 months,Bobocabin Baturraden Purwokerto,pokoke asyik buat santai2 sambil liburan
abu fariha,4.0,Sejuk,8 months,Bobocabin Baturraden Purwokerto,sejuk
JAFAR ALDEBARAN,5.0,"Tempatnya teduh, sejuk, banyak pohon tinggi dan besar.
Ruangannya menyenangkan, bikin betah di dalam. Kalau malam dingin tapi ada heater dan ada AC juga.

Anak² senang karena bisa mainan lampu yang bisa berganti² warna, jendela yang bisa diburamkan hanya dengan sekali pencetan. Ada backsound suara terapi aliran sungai atau hutan. Paginya dapat sarapan nasi liwet atau nasi uduk dan kopi/teh tinggal milih.
Cuma kalau laper pas tengah malam harus sedia persediaan makanan, karena warung agak jauh harus turun lagi, dan jalannya gelap dan sepi.
Di fasilitas aplikasinya kita bisa pesan makanan, tapi pas pesan, nyatanya ga bisa/ga tersedia, atau mungkin Mas/Mbaknya lagi males.
Kalau memang ga ada/ga bisa, lebih baik dihilangkan saja menu pesanan makanan di aplikasinya, jadi kita ga terlanjur berharap.
Akhirnya waktu itu ya terpaksa keluar/turun cari warung makan.

Ada air terjun Curug Tirta Sela yang ga jauh dari cabin. Airnya begitu jernih.
Di tengah perjalanan ada juga toilet, jadi kalau pas kebelet bisa ke toilet dulu, bukan di air terjunnya.
Ada bangunan deck/panggung dan kursi untuk foto².

Kalau pagi/siang suka ada penjual keliling jasuke, siomay, tanaman hias/bonsai.",8 months,Bobocabin Baturraden Purwokerto,"tempatnya teduh, sejuk, banyak pohon tinggi dan besar. ruangannya menyenangkan, bikin betah di dalam. kalau malam dingin tapi ada heater dan ada ac juga.  anak² senang karena bisa mainan lampu yang bisa berganti² warna, jendela yang bisa diburamkan hanya dengan sekali pencetan. ada backsound suara terapi aliran sungai atau hutan. paginya dapat sarapan nasi liwet atau nasi uduk dan kopi/teh tinggal memilih. cuma kalau laper pas tengah malam harus sedia persediaan makanan, karena warung agak jauh harus turun lagi, dan jalannya gelap dan sepi. di fasilitas aplikasinya kita bisa pesan makanan, tapi pas pesan, nyatanya enggak bisa/enggak tersedia, atau mungkin mas/mbaknya lagi malas. kalau memang enggak ada/enggak bisa, lebih baik dihilangkan saja menu pesanan makanan di aplikasinya, jadi kita enggak terlanjur berharap. akhirnya waktu itu ya terpaksa keluar/turun cari warung makan.  ada air terjun curug tirta sela yang enggak jauh dari cabin. airnya begitu jernih. di tengah perjalanan ada juga toilet, jadi kalau pas kebelet bisa ke toilet dulu, bukan di air terjunnya. ada bangunan deck/panggung dan kursi untuk foto².  kalau pagi/siang suka ada penjual keliling jasuke, siomay, tanaman hias/bonsai."
Zola Zulaikha,5.0,sunyi yang menenangkan,9 months,Bobocabin Baturraden Purwokerto,sunyi yang menenangkan
Alif Bramasta Kusumah,5.0,just perfect for short escape!,9 months,Bobocabin Baturraden Purwokerto,just perfect for short escape!
Nadiah Fatina,5.0,Terbaik sih 😘 adem banget tp gak bikin menggigil. Definisi healing beneran. Suka banget,9 months,Bobocabin Baturraden Purwokerto,terbaik sih 😘 adem banget tapi enggak bikin menggigil. definisi healing benaran. suka banget
Tony Hariadi,3.0,It's not for everyone. Difficult to contact front desk from your room. You can't go anywhere when it's raining.,9 months,Bobocabin Baturraden Purwokerto,it's not for everyone. difficult to contact front desk from your room. you can't go anywhere when it's raining.
Wedangan Chekly,5.0,Hutan,10 months,Bobocabin Baturraden Purwokerto,hutan
zhafizky Bian,5.0,"Masuk ke area hutan lindung baturaden uda bayar duluan. Kukira ada free akses kalau mau nginep di bobocabin. Tp okelah mungkin biar sama sama dpt income.
Kamar nya oke , konsep smart room yg blm banyak saingannya jadi experience baru buat saya.
Suasananya tenang, cuman kalau mau kesini jangan bawa koper ya. Bawa tas aja yg gedean. Repot bawanya krn jalanan didominasi anak tangga. Ga ada ram buat koper.
Untuk karyawannya ramah.
Sip bisa buat alternatif healing",10 months,Bobocabin Baturraden Purwokerto,"masuk ke area hutan lindung baturaden sudah bayar duluan. kukira ada free akses kalau mau nginep di bobocabin. tapi okelah mungkin biar sama sama dapat income. kamar nya oke , konsep smart room yang belum banyak saingannya jadi experience baru buat saya. suasananya tenang, cuman kalau mau kesini jangan bawa koper ya. bawa tas saja yang gedean. repot bawanya karena jalanan didominasi anak tangga. enggak ada ram buat koper. untuk karyawannya ramah. sip bisa buat alternatif healing"
Khusni Anajib,5.0,Suasananya enak buat nugas,10 months,Bobocabin Baturraden Purwokerto,suasananya enak buat nugas
Lilik - Athena,5.0,"Tempat nya asik, kabinya bersih.
Sekedar info water heaternya panasnya lagi lama jadi kalo mandi 2x  kasih jarak yg agak lama ya",10 months,Bobocabin Baturraden Purwokerto,"tempat nya asik, kabinya bersih. sekedar info water heaternya panasnya lagi lama jadi kalo mandi 2x  kasih jarak yang agak lama ya"
Aridya Pryahita Yanuandari,5.0,"Cocok buat healing refreshing..cabin nya bagus,kamar mandi bagus bersih ,suasana hutan pinus dan ada privat air terjun nya..bagi yg suka wisata alam rekomend👍",10 months,Bobocabin Baturraden Purwokerto,"cocok buat healing refreshing..cabin nya bagus,kamar mandi bagus bersih ,suasana hutan pinus dan ada privat air terjun nya..bagi yang suka wisata alam rekomend👍"
Stefanus Danang Bagus Susanto,4.0,Tempat romantis di tengah hutan dengan hawa yang sejuk dan tenang,10 months,Bobocabin Baturraden Purwokerto,tempat romantis di tengah hutan dengan hawa yang sejuk dan tenang
Chenchen,3.0,"It was okay. The signal wasn't stable. Host during chat wasn't really responsive. Freezing cold at night. Instead of putting aircon, having room heater would be better. Bed mattress is very stiff, and really hate the pillows.",10 months,Bobocabin Baturraden Purwokerto,"it was okay. the signal wasn't stable. host during chat wasn't really responsive. freezing cold at night. instead of putting aircon, having room heater would be better. bed mattress is very stiff, and really hate the pillows."
Rama Randika,1.0,"Pertanggung jawabannya kurang cepat, lelet‼️
Hati2 yg mau kesana membawa kendaraan, karena parkir di area hutan (bobocabin) jika kejatuhan ranting atau dahan pohon yg menyebabkan mobil kita rusak bukan tanggung jawab bobocabin.

Kata petugas disana pun mengakui bahwa pohon2 disana sudah pada tua dan sangat wajar untuk kejadian seperti ini, Jadi Paling dikasih komplaiment sarapan saja. (Tidak sebanding)
Alhasil harus ganti pakai uang pribadi hadeuh

Dari maret sampai agustus belum ada kejelasan dari pihak bobocabin⭐️",10 months,Bobocabin Baturraden Purwokerto,"pertanggung jawabannya kurang cepat, lelet‼️ hati-hati yang mau kesana membawa kendaraan, karena parkir di area hutan (bobocabin) jika kejatuhan ranting atau dahan pohon yang menyebabkan mobil kita rusak bukan tanggung jawab bobocabin.  kata petugas disana pun mengakui bahwa pohon2 disana sudah pada tua dan sangat wajar untuk kejadian seperti ini, jadi paling dikasih komplaiment sarapan saja. (tidak sebanding) alhasil harus ganti pakai uang pribadi aduh  dari maret sampai agustus belum ada kejelasan dari pihak bobocabin⭐️"
Faizal Hanif,5.0,Great experience like no other 👍👍👍,10 months,Bobocabin Baturraden Purwokerto,great experience like no other 👍
Kenysha Kaylifa,5.0,"So far so good. Good for solo traveling too. Sinyal oke, ada wifi yang cukup kencang. Masih bisa untuk WFH.

Kalo sukanya ngemil atau jajan malem2, better udah bawa jajanan yang sekiranya bisa diangetin. Soalnya ada dapur bersama dan ada microwave.Di kamar juga ada ketel masak air dan ada air humidifier juga. Kalo pagi sampe sore kadang ada abang2 sate yang jualan di depan.",11 months,Bobocabin Baturraden Purwokerto,"so far so good. good for solo traveling too. sinyal oke, ada wifi yang cukup kencang. masih bisa untuk wfh.  kalo sukanya ngemil atau jajan malem2, better sudah bawa jajanan yang sekiranya bisa diangetin. soalnya ada dapur bersama dan ada microwave.di kamar juga ada ketel masak air dan ada air humidifier juga. kalo pagi sampai sore kadang ada abang2 sate yang jualan di depan."
Choirunnisa Ihsan,5.0,"Astagaaa seru banget healing disini
Seperti biasanya di semua bobocabin pasti ada waterfall nya
Dan ini my first waterfall btw
Asli norak, bagi aku yg kaum mager untuk traking gitu, ini prestasi luar biasa aku bener2 turun sekitar 100kaki mungkin yaa
Jadi disini aku pilih breakfast paket waterfall, sistemnya kami masak sendiri, ada beef, roti, telor sama sosis
Enak sihh seru
Cuma lama2 panas bund

Oh iya fyi aku berangkat dari arah timur perjalanan sekitar 3 jam
Kami jalan jam 7malam
Kami buta jalan cuma ngandelin maps
Dan luar biasa terkejot nya kami, padahal kami dah pilih menggunakan mobil cuma jalan yg diberikan adalah jalan membelah hutan bener2 hutan
Pertama kaget karena pintu masuk nya kaya udah terbengkalai lama tapi cuma yakin aja gitu sama maps kl ga bakal kelamaan dihutan
Dan omg sekitar 20km kami didalem hutan

Tapi disetengah jalan ada keyakinan memang jalan ini digunakan melihat ada bekas baru ban mobil yg nginjek lumpur
Terus kami ketemu satu mobil dan pas nanya katanya bener sesuai lokasi

Disitu baru tenang tapi jujur jalannya sempit dan repot kalau pas ketemu mobil lain
Mending muter agak jauhan ke kota dari pada lewat gitu
Kami dijalann super lambat baru nyampe cabin dijam 11an",11 months,Bobocabin Baturraden Purwokerto,"astaga seru banget healing disini seperti biasanya di semua bobocabin pasti ada waterfall nya dan ini my first waterfall btw asli norak, bagi aku yang kaum mager untuk traking begitu, ini prestasi luar biasa aku benar-benar turun sekitar 100kaki mungkin ya jadi disini aku pilih breakfast paket waterfall, sistemnya kami masak sendiri, ada beef, roti, telor sama sosis enak sih seru cuma lama-lama panas bunda  oh iya fyi aku berangkat dari arah timur perjalanan sekitar 3 jam kami jalan jam 7malam kami buta jalan cuma ngandelin maps dan luar biasa terkejot nya kami, padahal kami deh pilih menggunakan mobil cuma jalan yang diberikan adalah jalan membelah hutan benar-benar hutan pertama kaget karena pintu masuk nya kayak sudah terbengkalai lama tapi cuma yakin saja begitu sama maps kalo enggak bakal kelamaan dihutan dan omg sekitar 20km kami didalem hutan  tapi disetengah jalan ada keyakinan memang jalan ini digunakan melihat ada bekas baru ban mobil yang menginjak lumpur terus kami ketemu satu mobil dan pas bertanya katanya benar sesuai lokasi  disitu baru tenang tapi jujur jalannya sempit dan repot kalau pas ketemu mobil lain mending muter agak jauhan ke kota dari pada lewat begitu kami dijalann super lambat baru sampai cabin dijam 11an"
