nama,bintang,komentar,Waktu,Place name
syahnaz putri,4.0,,10 months,Bobocabin Baturraden Purwokerto
Khusni Anajib,5.0,Suasananya enak buat nugas,10 months,Bobocabin Baturraden Purwokerto
Lilik - Athena,5.0,"Tempat nya asik, kabinya bersih.
Sekedar info water heaternya panasnya lagi lama jadi kalo mandi 2x  kasih jarak yg agak lama ya",10 months,Bobocabin Baturraden Purwokerto
Aridya Pryahita Yanuandari,5.0,"Cocok buat healing refreshing..cabin nya bagus,kamar mandi bagus bersih ,suasana hutan pinus dan ada privat air terjun nya..bagi yg suka wisata alam rekomend👍",10 months,Bobocabin Baturraden Purwokerto
Stefanus Danang Bagus Susanto,4.0,Tempat romantis di tengah hutan dengan hawa yang sejuk dan tenang,10 months,Bobocabin Baturraden Purwokerto
Qiyan Khan Suka dolan,5.0,,10 months,Bobocabin Baturraden Purwokerto
Chenchen,3.0,"It was okay. The signal wasn't stable. Host during chat wasn't really responsive. Freezing cold at night. Instead of putting aircon, having room heater would be better. Bed mattress is very stiff, and really hate the pillows.",10 months,Bobocabin Baturraden Purwokerto
Rama Randika,1.0,"Pertanggung jawabannya kurang cepat, lelet‼️
Hati2 yg mau kesana membawa kendaraan, karena parkir di area hutan (bobocabin) jika kejatuhan ranting atau dahan pohon yg menyebabkan mobil kita rusak bukan tanggung jawab bobocabin.

Kata petugas disana pun mengakui bahwa pohon2 disana sudah pada tua dan sangat wajar untuk kejadian seperti ini, Jadi Paling dikasih komplaiment sarapan saja. (Tidak sebanding)
Alhasil harus ganti pakai uang pribadi hadeuh

Dari maret sampai agustus belum ada kejelasan dari pihak bobocabin⭐️",10 months,Bobocabin Baturraden Purwokerto
Sake Firdha,5.0,,10 months,Bobocabin Baturraden Purwokerto
Yulianti Supena,5.0,,10 months,Bobocabin Baturraden Purwokerto
Faizal Hanif,5.0,Great experience like no other 👍👍👍,10 months,Bobocabin Baturraden Purwokerto
Kenysha Kaylifa,5.0,"So far so good. Good for solo traveling too. Sinyal oke, ada wifi yang cukup kencang. Masih bisa untuk WFH.

Kalo sukanya ngemil atau jajan malem2, better udah bawa jajanan yang sekiranya bisa diangetin. Soalnya ada dapur bersama dan ada microwave.Di kamar juga ada ketel masak air dan ada air humidifier juga. Kalo pagi sampe sore kadang ada abang2 sate yang jualan di depan.",11 months,Bobocabin Baturraden Purwokerto
kangguru mengajar,5.0,,11 months,Bobocabin Baturraden Purwokerto
Choirunnisa Ihsan,5.0,"Astagaaa seru banget healing disini
Seperti biasanya di semua bobocabin pasti ada waterfall nya
Dan ini my first waterfall btw
Asli norak, bagi aku yg kaum mager untuk traking gitu, ini prestasi luar biasa aku bener2 turun sekitar 100kaki mungkin yaa
Jadi disini aku pilih breakfast paket waterfall, sistemnya kami masak sendiri, ada beef, roti, telor sama sosis
Enak sihh seru
Cuma lama2 panas bund

Oh iya fyi aku berangkat dari arah timur perjalanan sekitar 3 jam
Kami jalan jam 7malam
Kami buta jalan cuma ngandelin maps
Dan luar biasa terkejot nya kami, padahal kami dah pilih menggunakan mobil cuma jalan yg diberikan adalah jalan membelah hutan bener2 hutan
Pertama kaget karena pintu masuk nya kaya udah terbengkalai lama tapi cuma yakin aja gitu sama maps kl ga bakal kelamaan dihutan
Dan omg sekitar 20km kami didalem hutan

Tapi disetengah jalan ada keyakinan memang jalan ini digunakan melihat ada bekas baru ban mobil yg nginjek lumpur
Terus kami ketemu satu mobil dan pas nanya katanya bener sesuai lokasi

Disitu baru tenang tapi jujur jalannya sempit dan repot kalau pas ketemu mobil lain
Mending muter agak jauhan ke kota dari pada lewat gitu
Kami dijalann super lambat baru nyampe cabin dijam 11an",11 months,Bobocabin Baturraden Purwokerto
Rezy Ardiansyah,5.0,,11 months,Bobocabin Baturraden Purwokerto
TOKO HERBAL GRIYA MUSLIM CILACAP,5.0,Subhaanalloh...,11 months,Bobocabin Baturraden Purwokerto
Trip.com Member,5.0,"Bobocabin is truly extraordinary, the experience it provides is very unique and amazing. The environment is incredibly lush and refreshing. Highly recommended for those who seek solitude away from the crowds. There are facilities for barbecues, and there's a breathtaking waterfall in the Bobocabin Baturraden area. Cool!",11 months,Bobocabin Baturraden Purwokerto
Plat- R,5.0,,11 months,Bobocabin Baturraden Purwokerto
Ilham Rohman Ramadhan,5.0,,11 months,Bobocabin Baturraden Purwokerto
Ngisom Ngisom,5.0,"Cool, comfortable",11 months,Bobocabin Baturraden Purwokerto
TEGUH ARIYANTO,2.0,Hanya berbeda saja......,11 months,Bobocabin Baturraden Purwokerto
Tjong Januarti,5.0,,11 months,Bobocabin Baturraden Purwokerto
inka elok,5.0,,11 months,Bobocabin Baturraden Purwokerto
TrisnA Soetowidjoyo,5.0,,11 months,Bobocabin Baturraden Purwokerto
ghofur syaiby,4.0,Pengalaman Bagus untuk menginap bersama keluarga,11 months,Bobocabin Baturraden Purwokerto
janna shafa,5.0,"Aksesnya gampang, banyak rumah makan yang deket dari situ kalo pengen makan keluar malem-malem. Cabin-nya bersih, dan pemandangannya juara. Curug-nya bagus bgttttbgtbgt. Pasti bakal balik lagi kesiniii! 🤗",11 months,Bobocabin Baturraden Purwokerto
Herry Bae,4.0,Rekomen bgt buat yg nyari ketenangn & kesunyian,11 months,Bobocabin Baturraden Purwokerto
Wita Sari,5.0,"Tempat yang cocok sekali buat ng-chill, suasana nya enak banget, view kota purwokerto terlihat bagus, ketika ksna cuaca nya gk dingin2 banget, enak seger udara nya, cocok untuk menyepi dari hiruk pikuk suasana kota yg crowded..cabin nya nyaman sekali, canggih, toilet nya nyaman cuman karna water heater nya pake listrik jd udh d pake mandi 1 org musti nunggu sekitar 2 jam buat air nya panas lg, tpi mandi pake air dingin jg seger koq..kasurnya mungkin d desain khusus buat cabin, jd gk terlalu empuk kyk d hotel2 pada umunya tpi so far msh ttp nyaman dan bisa tidur nyenyak. Terdapat jg dapur bersama yg ada wicrowave nya jd kita bisa ngangetin makanan yg kita bawa. Fyi utk sarapan pagi, d depan lobby nya suka ada yg jualan nasi kuning. Utk bbq jg bisa d pesan kalo mau, kalo aku kmren bawa sendiri peralatan sama bahan2 nya..pkknya selama stay di bobocabin baturraden menyenangkan, next pasti d agendakn utk stay ksna lg..",11 months,Bobocabin Baturraden Purwokerto
Suharso Harso,4.0,,11 months,Bobocabin Baturraden Purwokerto
Icha Afkarina,5.0,"Pertama setelah booking, sangat disarankan untuk Segera download aplikasi BOBOBOX karena kita masuk keluar cabin via scan aplikasi. Nanti jam 14.00 check-in bakalan banyak yang download barengan. Sebelum jam 14.00 checkin aja verifikasi data jalanjalan lalu langsung Checkin jam 14.00

Lokasinya kurang lebih 30 Menit dari Stasiun Purwokerto. Tempatnya enak buat healing ada di tengah Kebun Raya. DINGIN BANGET. Prepare your jacket 🙂 bawa makanan. Sayang pas kesana hujan jadi gabisa BBQ-an tapi enak buat tidur sih. Air panas berfungsi dengan baik walaupun untuk mandi 2 orang harus nunggu.

Sayang untuk masuk harus bayar tiket masuk ke Kebun Raya. Harusnya untuk tamu Bobocabin tidak perlu bayar lagi :( karena untuk harga bobocabin di weekday saja sudah pricey.

Tidak Wheelchair dan Stroller Friendly ya :(",11 months,Bobocabin Baturraden Purwokerto
Acwa Lalita,5.0,,11 months,Bobocabin Baturraden Purwokerto
gesert 70,4.0,,11 months,Bobocabin Baturraden Purwokerto
nurlaela adiwinarni,4.0,,11 months,Bobocabin Baturraden Purwokerto
Amana Laraswati,5.0,,11 months,Bobocabin Baturraden Purwokerto
Re Wijaya,5.0,"Hawa sejuk, hutan dengab pohon2 yang besar dan tinggi.
Pelayanan baik, kamar cukup nyaman.",11 months,Bobocabin Baturraden Purwokerto
Safar ledi,4.0,Istimewa,11 months,Bobocabin Baturraden Purwokerto
Nurtanio Widodo,5.0,Mantab bener gak nyesel,a year,Bobocabin Baturraden Purwokerto
Loesiana Budiman,5.0,2 nights stay going nowhere. Raining all the time.,a year,Bobocabin Baturraden Purwokerto
Joel Joanna,5.0,The room/the cabin was in the forest and its so exciting. The location was near to a lot of recreation place in Baturraden.,a year,Bobocabin Baturraden Purwokerto
Naufal Atha,5.0,Disini benar-benar hawanya dingin.,a year,Bobocabin Baturraden Purwokerto
Erwinsyah Maulana,5.0,,a year,Bobocabin Baturraden Purwokerto
syarah mutia,5.0,Nyaman abis adem view recommended cuman kasurnya keras gaes tapi terbayar dengan view dan fasilitas lain gaes mantap,a year,Bobocabin Baturraden Purwokerto
bimantara hs,5.0,,a year,Bobocabin Baturraden Purwokerto
rosa nurwinda,4.0,,a year,Bobocabin Baturraden Purwokerto
deta,5.0,"lokasi terjangkau, penginapan nyaman-sejuk-tenang, staff ramah dan informatif, ada private air terjun tapi tidak kids friendly karena medan menuju kesana lumayan naik turun dan licin 😂, cocok utk tempat staycation bersama keluarga atau teman-teman, bisa pesan menu utk bebakaran",a year,Bobocabin Baturraden Purwokerto
Riva Rudityo,5.0,,a year,Bobocabin Baturraden Purwokerto
Paska Mahardhika,4.0,,a year,Bobocabin Baturraden Purwokerto
Adi Setiadi,4.0,"Kalau menuju kesini sebaiknya ambil rute Purwokerto Baturaden, jangan terjebak google maps, tempatnya bagus asri kalau hujan jalannya agak licin.",a year,Bobocabin Baturraden Purwokerto
putri urip rahayu,4.0,,a year,Bobocabin Baturraden Purwokerto
Liana Wahyu,5.0,"Semuanya menyenangkan! Kamar bagus dan canggih, suasana yang dingin, adem, dan tenang. Cocok banget untuk healing 👍",a year,Bobocabin Baturraden Purwokerto
M. N Kenvio Vio,1.0,Nga bagus,a year,Bobocabin Baturraden Purwokerto
Mirzania Mahya Fathia,5.0,"Staycation terbaik menepi dari hiruk pikuk. Untuk harga standar cabin dan tergantung season, saya bayar pakai Jenius btpn dapat potongan 150rb bila book dr Appnya langsung. Aksesnya gampang pakai gocar/grabcar tetapi kalau balik ke kotanya perlu dibikin 3 titik supaya gampang gocar penjempitanya. Hanya untuk steamboat dan wagyunya aga overrated untuk area Banyumas, tp masi oke si untuk harganya. Tipsnya janga lupa bawa camilan yg banyak. Kalau ga sempet, dont worry, di hotel sediakan kok. Air terjun privatenya indah. Pagi pagi bisa jalan ke Kebun Raya Baturaden, ngopi dan makan mendoan khas Banyumas di depan kebun Raya. Pokoknya mantap",a year,Bobocabin Baturraden Purwokerto
Dwi Sulistyo,5.0,,a year,Bobocabin Baturraden Purwokerto
gangsar dwi kisnanto,5.0,,a year,Bobocabin Baturraden Purwokerto
Tari,5.0,,a year,Bobocabin Baturraden Purwokerto
Muhammad Reiza Pahlawan,5.0,Gokil.. Ga bs move on,a year,Bobocabin Baturraden Purwokerto
Mia Putri Melani,5.0,"Lokasinya 30menit dr Purwokerto kota, ga macet dan ga terlalu curam tanjakannya. Best facilitiesnya mood lamp, blur window, embedded speaker, sm chat host. Stafnya ramah2 dan akomodatif semua. Air panasnya juga lumayan cepet keluarnya, minusnya cuman nggaada kran tembak di kloset atau selang di shower. Overall ini adl such a memorable stay, dengan air terjun dg jarak 10mnt hiking. Absolutely gonna recommend to anyone.

Pagi2 ada yg jual susu anget nasi kuning sama jasuke. Susu dan naskunnya enak. Makan naskunnya bisa dibawa ke air terjun jg sambil main air. Katanya biasanya juga ada pentol sama sate kelinci tp 2 malam ku stay di sini pas ga nemu. Tp bisa juga pesen macem2 makanan via chat host yg lumayan cepet jg balesnya. Thanks ya Mas2 staf dan satpam Bobocabin Baturraden semuanya, sehat selalu

Sekedar tips, kalo kesini bawa bahan2 steamboat sama bbq sendiri aja, bahannya bisa dititip ke kulkas via mas stafnya, trs sewa alat2 masaknya jg cuman 30rb udah dpt kompor, alat grill, panci, sendok sayur, jepitan, piring mangkok sendok garpu lengkap dan dianter ke cabin.",a year,Bobocabin Baturraden Purwokerto
Rei RoxyTraveler (Roxy Traveler - Rei レイ),5.0,Bisa banget healing di sini. Bisa kongkow di aor terjunnya.,a year,Bobocabin Baturraden Purwokerto
V A,5.0,,a year,Bobocabin Baturraden Purwokerto
Dewi Ayu Setyorini,4.0,"Bobocabin ada di dalam area bumi perkemahan Baturaden berjumlah 33 kamar berbentuk kabin dengan fasilitas AC di dalamnya. kapasitas cabin sekitar 2-4 orang dewasa. Ada dapur bersama dengan microwave dan tempat cuci piring. Tetapi anda tetap harus membawa alat makan sendiri. Ada beberapa jajanan yang dijual di lobby dan beberapa penjual makanan di sekitar area parkir. Untuk menuju kesini jalannya tidak terlalu sulit, tapi anda harus membayar 25rb per orang saat weekend di loket masuk Bumper. Ada curug Tirta Sela di dalam area penginapan.",a year,Bobocabin Baturraden Purwokerto
Sutrisno POLRI,3.0,,a year,Bobocabin Baturraden Purwokerto
Maretha Ramadhan,4.0,Good vibe,a year,Bobocabin Baturraden Purwokerto
Winda Iskandar,5.0,,a year,Bobocabin Baturraden Purwokerto
Hasan gondrong Sniper,5.0,Cocok untuk berdua,a year,Bobocabin Baturraden Purwokerto
kuspriyatin dwi a,5.0,Bagus pol. Cocok buat yg pengen cari ketenangan dan kedegaran,a year,Bobocabin Baturraden Purwokerto
Ayudya Prasanti,5.0,,a year,Bobocabin Baturraden Purwokerto
Iva Ivana,3.0,"belum tau, lewat doang ga nginep 😣",a year,Bobocabin Baturraden Purwokerto
Mochamad Yusup,5.0,Rekomend buat kalian yg nyari ketenangan,a year,Bobocabin Baturraden Purwokerto
Fita Anda,5.0,,a year,Bobocabin Baturraden Purwokerto
Achmad Fadoli,1.0,"Pelayanan buruk...masuk ke pintu masuk bayar 25000 per orang,belum",a year,Bobocabin Baturraden Purwokerto
Zha Pare,4.0,,a year,Bobocabin Baturraden Purwokerto
Imam Susilo,5.0,Sensasi baru tidur ditengah hutan pinus,a year,Bobocabin Baturraden Purwokerto
Mario Anthony Rusly,5.0,,a year,Bobocabin Baturraden Purwokerto
Alia Madha Anis Fitria,5.0,,a year,Bobocabin Baturraden Purwokerto
Rama Rendra Prayoga,5.0,"Pertama kali mencoba menginap di Bobocabin Baturraden ternyata menjadi pengalaman yang menyenangkan. Suasana teduh dan dingin kawasan Baturraden dan suara alam yang menenangkan menjadi kombinasi yang menyenangkan.
Untuk ukuran kamar memang tidak terlalu luas tapi cukup nyaman dan fasilitasnya jg cukup lengkap. Di sini kita juga bisa melakukan trekking menuju ke air terjun yang tidak jauh dari lokasi cabin. Untuk jalur menuju ke air terjun cukup menantang karena harus menuruni tangga besi yg cukup terjal.",a year,Bobocabin Baturraden Purwokerto
Heri Waluyo,1.0,,a year,Bobocabin Baturraden Purwokerto
Isna Marantika,5.0,Kamar nyaman bgt yang mau liburan ala ala d hutan wajib bgt mampir,a year,Bobocabin Baturraden Purwokerto
Victor Samuel,5.0,"Cocok buat keluarga. Oengin camping tapi ga bisa di tenda? Ga bisa sembarang kamar mandi?? Disini rekomended..
Suasana camping di tengah hutan namun nyaman dengan kamar dan kamarmandi exklusif. Mantap. Asik buat bermalam, melatih anak2 bercamping di gunung tengah hutan, namun aman dan nyaman hehehe..
Tetap hati hati.. waspada lintah dan binatang serupa lainnya.",a year,Bobocabin Baturraden Purwokerto
Kuswendo Rasyad,5.0,"Tempatnya nyaman, view nya indah.. Bisa nge camp..",a year,Bobocabin Baturraden Purwokerto
Nyla S,5.0,,a year,Bobocabin Baturraden Purwokerto
Wiwit Wicaksono,5.0,"Menarik, penginapan di hutan, nuansa berkemah modern, ruang lengkap tempat tidur dan kamar mandi, bisa buat api unggun ada tempat parkir mobil terpisah. Makanan sebaiknya bawa, bisa pesan juga.",a year,Bobocabin Baturraden Purwokerto
William kevin,4.0,"Mostly semuanya terbaik
Sayang dengan harga setara hotel bintang 4
Tapi kasurnya seperti matras olahraga(keras sekali)
Dan bantal hanya dapat 2
Tp selain itu best experience
Berharap ke depan bisa di improve untuk bed quality nya",a year,Bobocabin Baturraden Purwokerto
Bernadetha Nindy,5.0,,a year,Bobocabin Baturraden Purwokerto
Cyclops Tomato,4.0,Menginap di tenda modern.... Cuma sayang sempit dalamnya,a year,Bobocabin Baturraden Purwokerto
carry kharisma,5.0,"Sangat nyaman, suasana camping dapet suasana hotel juga dapet",a year,Bobocabin Baturraden Purwokerto
Jimmy Wen,5.0,Nice!,a year,Bobocabin Baturraden Purwokerto
AHMAD MUNTOHA,5.0,,a year,Bobocabin Baturraden Purwokerto
ayyu puspita,5.0,,a year,Bobocabin Baturraden Purwokerto
Sayono_ A.P,5.0,,a year,Bobocabin Baturraden Purwokerto
Aulia Caesar,5.0,,a year,Bobocabin Baturraden Purwokerto
sy L,4.0,,a year,Bobocabin Baturraden Purwokerto
Nathalia Marlissa,5.0,"A nice place to have staycation. Cocoknya buat sama pasangan, gak family friendly menurutku, karna banyak tangga. Jadi cocoknya buat orang2 yg lebih muda.

Overall, seru banget stay disini. Udaranya super sejuk, cabinnya very well maintained & easy to access.
Worth the price. Will go back again someday..",a year,Bobocabin Baturraden Purwokerto
darmawan darmawan,5.0,Very good for healing,a year,Bobocabin Baturraden Purwokerto
Iwan Rusdani,5.0,Nice place for family,a year,Bobocabin Baturraden Purwokerto
Adhitya,3.0,"Proses cek in lambat karena kendala sistem, jalur menuju cabin gelap krn penerangan mati. Kebersihan kamar cukup baik",a year,Bobocabin Baturraden Purwokerto
Ana Yusri Amalia,5.0,Kerennn banget bisa liat air terjun jugaa segerr,a year,Bobocabin Baturraden Purwokerto
Opy Dyah Paramita,5.0,,a year,Bobocabin Baturraden Purwokerto
Wahyunugro Nugroho,5.0,,a year,Bobocabin Baturraden Purwokerto
Gas separo,5.0,Breath slurrrrrr,a year,Bobocabin Baturraden Purwokerto
Gavriel Wanerin,5.0,Bagus,a year,Bobocabin Baturraden Purwokerto
Risti Ayu ningsih,5.0,,a year,Bobocabin Baturraden Purwokerto
Cheli Hastuti,5.0,,a year,Bobocabin Baturraden Purwokerto
Berkah Lancar,5.0,,a year,Bobocabin Baturraden Purwokerto
Inyong Ngapak Channel,5.0,"Tempatnya bagus banget,sayang walo udah booking kamar tapi tetep dikenakan biaya masuk,harusnya yg nginep harus free",a year,Bobocabin Baturraden Purwokerto
imam haryono,4.0,lumayan buat camping dan kumpul komunitas,a year,Bobocabin Baturraden Purwokerto
Fauziah eva,5.0,Cocok untuk kaum introvert,a year,Bobocabin Baturraden Purwokerto
Danar Dwi Hartanto,5.0,"Wah thebest sih ini nih, dhutan sambil tidur di cabin",a year,Bobocabin Baturraden Purwokerto
Yayang,5.0,"Pertama kali nginep di Bobocabin Baturraden
- Vibes dan ambiencenya keren
- Staff ramah dan detail menjelaskan informasi disini
- gausah bingung cari makan, mereka jual, ada promo snack buy 1 get 1 juga tp gatau sampai kapan
- niat mau bbqan malem2 tp hujan alhasil mending milih nasgor trus tidur di kamar wkwk
- harga kamarnya masih terbilang mahal untuk wilayah jawa tengah, apalagi rate segini blm include dengan breakfast but overall puas",a year,Bobocabin Baturraden Purwokerto
