nama,bintang,komentar,Waktu,Place name,clean_text
johnny cole,4.0,"i was looking a place for getaway and this is what i want peaceful and quiet, the room is basic but with nice modern touch. everything working well, just watch out for bugs sometimes not much. if lu love jungle feel, this is a must try.",8 months,Bobocabin Baturraden Purwokerto,"i was looking a place for getaway and this is what i want peaceful and quiet, the room is basic but with nice modern touch. everything working well, just watch out for bugs sometimes not much. if lu love jungle feel, this is a must try."
Ali Ma’ruf,5.0,nice place and view,8 months,Bobocabin Baturraden Purwokerto,bagus tempatnya dan view-nya
Novita Zain,5.0,"Very comfortable room, comfortable bathroom, comfortable and safe environment, friendly staff, sufficient breakfast, direct access to the waterfall. Excellent",8 months,Bobocabin Baturraden Purwokerto,"kamar sangat nyaman, kamar mandi nyaman, lingkungan nyaman dan aman, petugas ramah, sarapan cukup, ada akses langsung ke air terjun. mantap"
Ridzky setiaji,5.0,"better during the dry season, because if the rainy season horror also high trees branches fall blown by the wind if it rains .. tracking to the slope is also safer than during the rainy season because the net is steep and narrow.  for those who like to snack or easily hungry, bring a lot of food because far from the place to eat .. ojol likely also rarely want to deliver",8 months,Bobocabin Baturraden Purwokerto,"better pas musim kemarau,karena kalo musim hujan seram juga pohon tinggi2 ranting2 jatuh ketiup angin kalo hujan..tracking ke curung nya juga lebih aman daripada pas musim hujan karena jalanya curam sempit menukik.  bagi yang suka ngemil atau gampang laper, bawa makanan banyak soalnya jauh dari tempat makan..ojol kemungkinan juga jarang mau antar.."
Anthia Dinti,5.0,"if you want to feel the sensation of a staycation that is new to Bobocabin, you should try it",8 months,Bobocabin Baturraden Purwokerto,kalau pengin merasakan sensasi staycation yang baru bobocabin patut dicoba
Al Fath Ravi Haikal Pasca,5.0,"stay with a jungle experience.. we stayed in a deluxe cabin room with en-suite bathroom facilities, air conditioning, ambient lighting, towels and toiletries.. besides that we got a wow face mask. here they also sell food, because the location is very far from the crowd. don't buy popmie here, it's expensive wkk there is also a shared kitchen for those who bring supplies and want to heat food in the microwave. there is also breakfast that can be delivered or picked up starting at 7, and the taste is quite good.. there is a choice of naskun and fried rice only.. the staff is quite helpful🤙 there is a very nice waterfall here, in the morning you can go to Baturaden Park or to the waterfall here, worth it 🤙 🌟⭐⭐ 8/10",8 months,Bobocabin Baturraden Purwokerto,"menginap dengan experience tengah hutan..  kami menginap di room deluxe cabin dengan fasilitas kamar mandi dalam, ac, lampu ambience, handuk dan peralatan mandi.. selain itu kami dapat masker muka wow. disini juga mereka menjual makanan, karena lokasinya yang sangat jauh dari keramaian. jangan beli popmie disini, mahal wkk disediakan juga dapur bersama bagi yang membawa bekal dan hendak menghangatkan makanan di microwave. ada sarapan juga yang bisa diantar atau diambil mulai jam 7, dan rasanya cukup lumayan.. ada pilihan naskun dan nasgor saja.. pegawai lumayan helpful🤙 ada air terjun yang sangat bagus disini, pagi-pagi bisa ke taman baturaden atau ke air terjun disini, worthed 🤙 🌟⭐⭐ 8/10"
rizki hantono,5.0,"following the map from Semarang, but instead missed the road in the middle of the rain.. extreme.. if you are from Semarang, it is better to map to Putwokerto first.. after passing Putwokerto city, then map to Bobocabin Baturaden..",8 months,Bobocabin Baturraden Purwokerto,"ngikut map dari semarang,.malah dilewatkan jalan tengah hujan..extreme.. kalo yang dari semarang mending ngemap ke putwokerto dulu..setelah smoe kota putwokerto baru ngemap ke bobocabin baturaden.."
Allie Badol,5.0,"anyway, it's fun to relax while on vacation",8 months,Bobocabin Baturraden Purwokerto,pokoke asyik buat santai2 sambil liburan
abu fariha,4.0,cold,8 months,Bobocabin Baturraden Purwokerto,sejuk
JAFAR ALDEBARAN,5.0,"the place is shady, cool, many tall and big trees. the room is pleasant, makes you feel at home inside. if it's cold at night, but there is a heater and there is also air conditioning.  Children are happy because they can play with lights that can change color, windows that can be dimmed with just one push. there is a background sound therapy sound of river flow or forest. In the morning, you can have breakfast with liwet rice or uduk rice and coffee/tea, you just have to choose. it's just that if you're hungry after midnight, you should prepare food, because the stall is quite far away and you have to go down again, and the street is dark and deserted. in the application facility we can order food, but when we order, it turns out that it is not available/not available, or maybe it's lazy. if there really isn't/can't be, it's better to just remove the food ordering menu in the application, so we don't have to hope anymore. finally at that time I had to go out/down to find a food stall.  There is a Tirta Sela waterfall not far from the cabin. the water is so clear. in the middle of the journey there is also a toilet, so if you get confused you can go to the toilet first, not at the waterfall. There is a deck/stage building and chairs for photos.  in the morning/afternoon there are sellers around jasuke, siomay, ornamental plants/bonsai.",8 months,Bobocabin Baturraden Purwokerto,"tempatnya teduh, sejuk, banyak pohon tinggi dan besar. ruangannya menyenangkan, bikin betah di dalam. kalau malam dingin tapi ada heater dan ada ac juga.  anak² senang karena bisa mainan lampu yang bisa berganti² warna, jendela yang bisa diburamkan hanya dengan sekali pencetan. ada backsound suara terapi aliran sungai atau hutan. paginya dapat sarapan nasi liwet atau nasi uduk dan kopi/teh tinggal memilih. cuma kalau laper pas tengah malam harus sedia persediaan makanan, karena warung agak jauh harus turun lagi, dan jalannya gelap dan sepi. di fasilitas aplikasinya kita bisa pesan makanan, tapi pas pesan, nyatanya enggak bisa/enggak tersedia, atau mungkin mas/mbaknya lagi malas. kalau memang enggak ada/enggak bisa, lebih baik dihilangkan saja menu pesanan makanan di aplikasinya, jadi kita enggak terlanjur berharap. akhirnya waktu itu ya terpaksa keluar/turun cari warung makan.  ada air terjun curug tirta sela yang enggak jauh dari cabin. airnya begitu jernih. di tengah perjalanan ada juga toilet, jadi kalau pas kebelet bisa ke toilet dulu, bukan di air terjunnya. ada bangunan deck/panggung dan kursi untuk foto².  kalau pagi/siang suka ada penjual keliling jasuke, siomay, tanaman hias/bonsai."
Zola Zulaikha,5.0,soothing silence,9 months,Bobocabin Baturraden Purwokerto,sunyi yang menenangkan
Alif Bramasta Kusumah,5.0,just perfect for short escape!,9 months,Bobocabin Baturraden Purwokerto,just perfect for short escape!
Nadiah Fatina,5.0,it's the best 😘 it's very cool but doesn't make you shiver. the definition of true healing. really like it,9 months,Bobocabin Baturraden Purwokerto,terbaik sih 😘 adem banget tapi enggak bikin menggigil. definisi healing benaran. suka banget
Tony Hariadi,3.0,it's not for everyone. difficult to contact front desk from your room. you can't go anywhere when it's raining.,9 months,Bobocabin Baturraden Purwokerto,it's not for everyone. difficult to contact front desk from your room. you can't go anywhere when it's raining.
Wedangan Chekly,5.0,forest,10 months,Bobocabin Baturraden Purwokerto,hutan
zhafizky Bian,5.0,"to enter the baturaden protected forest area you have to pay first. I think there is free access if you want to stay at the bobocabin. but it's okay, maybe let's both get income. the room is okay, the concept of smart room which does not have many competitors so it is a new experience for me. the atmosphere is calm, just don't bring a suitcase if you want to come here. just bring a big bag. bother to bring it because the street is dominated by stairs. there is no ram for the suitcase. for the friendly employees. sip can make alternative healing",10 months,Bobocabin Baturraden Purwokerto,"masuk ke area hutan lindung baturaden sudah bayar duluan. kukira ada free akses kalau mau nginep di bobocabin. tapi okelah mungkin biar sama sama dapat income. kamar nya oke , konsep smart room yang belum banyak saingannya jadi experience baru buat saya. suasananya tenang, cuman kalau mau kesini jangan bawa koper ya. bawa tas saja yang gedean. repot bawanya karena jalanan didominasi anak tangga. enggak ada ram buat koper. untuk karyawannya ramah. sip bisa buat alternatif healing"
Khusni Anajib,5.0,the atmosphere is good for nugas,10 months,Bobocabin Baturraden Purwokerto,suasananya enak buat nugas
Lilik - Athena,5.0,"the place is cool, the cabin is clean. just for info, the water heater takes a long time to heat up, so if you take a shower twice, give it a long time",10 months,Bobocabin Baturraden Purwokerto,"tempat nya asik, kabinya bersih. sekedar info water heaternya panasnya lagi lama jadi kalo mandi 2x  kasih jarak yang agak lama ya"
Aridya Pryahita Yanuandari,5.0,"suitable for healing and refreshing.. the cabin is nice, the bathroom is nice and clean, the atmosphere of the pine forest and there is a private waterfall.. for those who like nature tourism, it is recommended👍",10 months,Bobocabin Baturraden Purwokerto,"cocok buat healing refreshing..cabin nya bagus,kamar mandi bagus bersih ,suasana hutan pinus dan ada privat air terjun nya..bagi yang suka wisata alam rekomend👍"
Stefanus Danang Bagus Susanto,4.0,a romantic place in the middle of the forest with cool and calm air,10 months,Bobocabin Baturraden Purwokerto,tempat romantis di tengah hutan dengan hawa yang sejuk dan tenang
Chenchen,3.0,"it was okay. the signal wasn't stable. host during chat wasn't really responsive. freezing cold at night. instead of putting aircon, having room heater would be better. bed mattress is very stiff, and really hate the pillows.",10 months,Bobocabin Baturraden Purwokerto,"it was okay. the signal wasn't stable. host during chat wasn't really responsive. freezing cold at night. instead of putting aircon, having room heater would be better. bed mattress is very stiff, and really hate the pillows."
Rama Randika,1.0,"the accountability is not fast enough, slow‼️ be careful who want to go there by vehicle, because parking in the forest area (bobocabin) if a branch or tree branch falls which causes our car to be damaged is not bobocabin's responsibility. the officer there also admitted that the trees there were old and it was very natural for an incident like this, so at most they were given a breakfast complaint. (not comparable) as a result, I had to replace it with my own money, oh from March to August there has been no clarity from bobocabin⭐️",10 months,Bobocabin Baturraden Purwokerto,"pertanggung jawabannya kurang cepat, lelet‼️ hati-hati yang mau kesana membawa kendaraan, karena parkir di area hutan (bobocabin) jika kejatuhan ranting atau dahan pohon yang menyebabkan mobil kita rusak bukan tanggung jawab bobocabin.  kata petugas disana pun mengakui bahwa pohon2 disana sudah pada tua dan sangat wajar untuk kejadian seperti ini, jadi paling dikasih komplaiment sarapan saja. (tidak sebanding) alhasil harus ganti pakai uang pribadi aduh  dari maret sampai agustus belum ada kejelasan dari pihak bobocabin⭐️"
